timestamp,device_id,device_type,event_type,uptime_hours,error_count,temperature,status
2025-09-28 22:41:56,DOOR_001,读卡器,重启,16.634564362704626,1,33.88982888994533,警告
2025-09-28 14:47:56,DOOR_001,电锁,维护,19.27754403635813,4,24.79582682123271,警告
2025-09-28 03:07:56,DOOR_001,电锁,错误,22.380681062305452,0,20.275379082233265,警告
2025-09-28 23:35:56,DOOR_001,读卡器,正常运行,7.661788916324345,1,26.91453172806029,警告
2025-09-28 15:20:56,DOOR_001,门磁传感器,重启,0.40644255227252746,5,26.634785330837868,故障
2025-09-29 07:44:56,DOOR_001,门磁传感器,错误,22.424272682104736,3,21.943411694985404,警告
2025-09-29 12:23:56,DOOR_001,门磁传感器,配置更新,13.009835044653267,2,23.85782036155401,警告
2025-09-29 03:16:56,DOOR_001,门磁传感器,配置更新,10.611947613792527,5,20.10482052321797,正常
2025-09-30 18:52:56,DOOR_001,门禁控制器,正常运行,23.878808843435372,5,33.05932971498575,正常
2025-09-30 05:36:56,DOOR_001,门磁传感器,配置更新,10.060017844625992,0,22.202744699916444,正常
2025-10-01 13:55:56,DOOR_001,电锁,错误,5.6734324068579705,0,27.556684845692097,警告
2025-10-01 22:04:56,DOOR_001,门禁控制器,重启,21.174769514464963,2,26.195122312092895,警告
2025-10-01 03:51:56,DOOR_001,电锁,错误,4.273081208153375,4,24.77232669859207,正常
2025-10-01 22:47:56,DOOR_001,读卡器,错误,4.441866716076961,0,24.603690035739437,正常
2025-10-01 13:50:56,DOOR_001,电锁,正常运行,7.844130325765003,5,27.286478068738386,正常
2025-10-02 09:18:56,DOOR_001,门磁传感器,重启,4.488284749911254,5,30.48014596401761,警告
2025-10-02 16:26:56,DOOR_001,门禁控制器,正常运行,13.649537397482337,3,20.877141894783623,警告
2025-10-02 14:39:56,DOOR_001,电锁,配置更新,10.734565396014464,3,27.730649210680347,警告
2025-10-02 03:28:56,DOOR_001,门磁传感器,维护,22.946637793134464,3,23.079730324061224,正常
2025-10-03 22:09:56,DOOR_001,读卡器,维护,14.685377524268,4,24.102464796504986,故障
2025-10-03 16:44:56,DOOR_001,门磁传感器,配置更新,21.39848738760742,3,24.239508332815987,警告
2025-10-03 19:20:56,DOOR_001,门禁控制器,配置更新,23.90485001822181,4,20.856026381107988,故障
2025-10-04 15:31:56,DOOR_001,门禁控制器,配置更新,5.143026411607898,1,27.107573357778456,故障
2025-10-04 11:13:56,DOOR_001,门禁控制器,维护,9.05889424092401,4,33.221497550698295,故障
2025-10-04 20:29:56,DOOR_001,门禁控制器,重启,1.2257616144497305,1,22.945222519047967,正常
2025-10-04 06:02:56,DOOR_001,门磁传感器,维护,6.317126413304788,4,22.129787583440738,故障
2025-10-04 17:00:56,DOOR_001,读卡器,重启,4.732952902060806,2,31.863546033552375,警告
2025-10-05 20:55:56,DOOR_001,门禁控制器,重启,2.506811150665219,2,22.686147149787924,警告
2025-10-06 23:12:56,DOOR_001,电锁,错误,18.58644850814922,3,22.85317523552316,正常
2025-10-06 16:35:56,DOOR_001,门禁控制器,正常运行,20.60499647662641,2,33.834744591844085,正常
2025-10-06 11:05:56,DOOR_001,电锁,维护,4.602225133144017,3,33.79206802518744,故障
2025-10-06 16:29:56,DOOR_001,电锁,配置更新,22.68545130812504,4,29.652014627573443,故障
2025-10-07 12:08:56,DOOR_001,门磁传感器,配置更新,14.157423182209097,1,24.58118542002743,正常
2025-10-07 00:44:56,DOOR_001,读卡器,配置更新,18.311521113435447,1,21.729920970356247,警告
2025-10-07 01:21:56,DOOR_001,门磁传感器,配置更新,22.226441985399344,1,27.51609123182193,正常
2025-10-08 23:35:56,DOOR_001,门禁控制器,维护,5.174200632554664,4,30.12237664312295,警告
2025-10-08 20:37:56,DOOR_001,读卡器,维护,22.051529837439716,3,27.1989584193826,警告
2025-10-08 02:37:56,DOOR_001,电锁,正常运行,19.13355714776088,4,33.91757660400968,故障
2025-10-09 12:47:56,DOOR_001,电锁,维护,1.9187027385667772,2,20.305086626281295,故障
2025-10-10 19:54:56,DOOR_001,读卡器,正常运行,6.736141570823258,4,24.893823705959335,故障
2025-10-10 06:48:56,DOOR_001,读卡器,配置更新,23.607294752378127,0,30.483175953809482,警告
2025-10-10 07:51:56,DOOR_001,门磁传感器,正常运行,18.85073351950615,2,28.72759849196462,故障
2025-10-10 08:14:56,DOOR_001,门磁传感器,配置更新,20.142170902576318,3,23.191336870433176,正常
2025-10-10 03:57:56,DOOR_001,门禁控制器,错误,0.763366901023363,3,26.664459080018297,警告
2025-10-11 03:13:56,DOOR_001,读卡器,重启,22.115119965167263,1,28.13750131132566,正常
2025-10-11 22:09:56,DOOR_001,读卡器,维护,21.580072011583926,4,32.094981122225946,正常
2025-10-11 12:56:56,DOOR_001,电锁,维护,5.250590841892894,3,24.920687255582152,正常
2025-10-12 18:31:56,DOOR_001,门磁传感器,错误,5.081180059848864,2,25.73541021450312,故障
2025-10-12 00:09:56,DOOR_001,电锁,错误,21.371485530866952,3,22.21325881928705,故障
2025-10-12 03:34:56,DOOR_001,读卡器,错误,15.08699606080091,3,27.895935415941402,正常
2025-10-12 15:46:56,DOOR_001,门禁控制器,维护,17.647830780566846,2,20.40539799503381,警告
2025-10-13 21:34:56,DOOR_001,电锁,错误,23.127485172699906,2,29.912078069299888,警告
2025-10-13 03:56:56,DOOR_001,门磁传感器,配置更新,19.48973361806399,5,30.612565292752933,故障
2025-10-13 09:37:56,DOOR_001,读卡器,配置更新,23.9200461788786,5,25.26120342704278,正常
2025-10-13 17:04:56,DOOR_001,门禁控制器,维护,5.903535784124031,5,24.78081515753004,警告
2025-10-14 06:07:56,DOOR_001,读卡器,重启,11.397114194388319,4,31.379256537690807,故障
2025-10-14 18:03:56,DOOR_001,门磁传感器,维护,0.6479085567253042,5,33.14798383092838,故障
2025-10-15 11:59:56,DOOR_001,读卡器,配置更新,16.630897783192026,4,33.05843955672462,正常
2025-10-15 02:25:56,DOOR_001,读卡器,重启,13.178551504981765,4,32.879439290971135,正常
2025-10-15 17:41:56,DOOR_001,门禁控制器,重启,11.545392761687701,4,26.812488783657443,警告
2025-10-15 13:54:56,DOOR_001,门磁传感器,错误,4.315960765340443,2,33.51925377829605,故障
2025-10-16 00:49:56,DOOR_001,门禁控制器,维护,7.76603628671713,5,30.151583615230553,警告
2025-10-16 18:35:56,DOOR_001,门磁传感器,重启,0.7674260469761407,2,26.471527991615048,故障
2025-10-17 00:23:56,DOOR_001,门禁控制器,错误,13.752191322898472,2,33.49923108096502,警告
2025-10-17 15:24:56,DOOR_001,电锁,错误,0.3181396178488125,1,30.891513338874915,警告
2025-10-17 08:59:56,DOOR_001,门禁控制器,正常运行,2.6766533760659907,3,33.149755628923124,正常
